comment,label,repeat words,comment after merge(close)?,same with last comment?,author reply interval(project),author reply interval(PR),declare reviewer's comment?
"MasterLogWriter is used by Master. So, it's fine. ",0,1,0,0,19,4,0
I think we can only merge this once it has some tests.,0,1,0,0,17,2,0
"The title should be ""Task Managers"", change ""Internet Adress"" to ""Node"", in the ""Last Heartbeat"" can you show the seconds since the last heartbeat?",0,1,0,0,14,2,0
"I forgot to close the pull request. @twalthr, can you please close it?",0,1,0,0,11,2,0
"this should say ""minimum""",0,0,0,0,11,3,0
private DoFnAdapters() {},0,0,0,0,16,5,0
"Yes, of course. Will fix it.",0,0,0,0,7,3,0
"If you are interesting for other reg center's implementations, you may create a new issue and provide pull request as same way.",0,0,0,0,14,5,0
The `FlinkHadoopJobClient.submitJob()` method looks much better and I checked that Configuration values are correctly passed.,0,0,0,0,11,2,0
blank line should be with four space,0,3,0,1,5,4,0
"@gsmet thank you for quick review, I have updated your comments and pushed it back .  It will be great of you can check and merge the related code https://github.com/quarkusio/quarkus-quickstarts/issues/112",0,2,0,0,1,5,0
"Same as above, we should just return what was configured, and in any case, the fallback here should be on `hostname` rather than the bind address.",0,1,0,0,19,5,0
Just saw this while backporting - this should refer to the `size` field.,0,0,0,0,23,5,0
"What's mean of funcProperties, where is the `func`?",0,0,0,0,10,5,0
One more question: Why do you force the application to use a DOP of one?,0,1,0,0,10,2,0
"Really minor question. Do we need to add also `@throws NullPointerException` clause in case `key` is `null`? I've just noticed the clause is there for `create`, but not here, so I was wondering if it should't be ""unified"".",0,0,0,0,11,2,0
LGTM. Ping @jasonkuster ? ,0,0,0,0,3,1,0
@lukecwik is this LGTM then ?,0,2,0,0,9,3,0
below->above,0,2,0,0,4,4,0
Someone else could also take over of course. Just let us know!,0,1,0,0,24,4,0
Hope this will get better in a week or two.,0,0,0,0,10,5,0
Refer to this link for build results: https://amplab.cs.berkeley.edu/jenkins/job/Tachyon-Pull-Request-Builder/1836/,0,0,0,0,11,5,0
"NOTE: at the same time, I've switched the CI for the images. It's now using Github Actions.",0,0,0,1,19,1,0
@rdhabalia Did you mean that arguments should be parsed in main method to create `PulsarAdmin` only once ?,0,2,0,0,21,2,0
Done.,0,0,0,0,15,4,1
The implementation for this feature is in KAFKA-3492 (not yet committed).,0,0,0,0,15,2,0
"Do you think an overload of put, i.e., put(tp) will be better than creating and passing an object which this method does not keep track of or need?",0,1,0,0,12,5,1
I vote to remove this example. We should not have a dedicated example per possible function.,0,0,0,0,11,1,0
Oh I see...,0,0,0,0,8,1,1
One thought -- it may be worth splitting the `DoFnAdapter` logic into yet another separate class (`DoFnAdapters`) so that this remains entirely focused on the ByteBuddy logic to generate the invoker?,0,1,0,0,11,1,0
"And add a static check method to each Exception class that calls the function. So it'll be likeLineageDoesNotExistException.check(boolean expression, String errorMessage)@miasantreble , what do you think?",0,4,0,0,5,1,0
This should also be updated depending on the outcome of the naming discussion.,0,1,0,0,20,2,0
"asyncAddEntry calls retain at the start, so the caller should release.https://github.com/yahoo/bookkeeper/blob/55d5c156a5100fada670700635f782dc854811ad/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java#L581",0,5,0,0,18,3,0
"I wonder if it is possible to inherit ""UnderFileSystemCluster"" like ""LocalMiniDFSCluster"". And so that all the exiting unit tests can be verified over the GlusterFS in the integration test. ",0,0,0,1,14,4,0
"Ok, made a pass over all the remaining code. I'm liking the new structure. I'll take a look at tests after the next iteration. I suspect it will be mostly nits in the real code at that point.",0,0,0,0,20,3,0
"Okay, I tried it out. Can you change some stuff?",0,0,0,0,1,2,0
I've actually included this in #1000. Could you close this PR @samk3211? Thanks!,0,1,0,0,22,2,0
"In general, exceptions should be used for error handling, not for application logic (in my understanding).",0,0,0,1,6,3,0
"Hey, I think you got the name POJO wrong, when I explained you the task: https://en.wikipedia.org/wiki/Plain_Old_Java_Object",0,4,0,0,5,2,1
The fix will be in the next release.,0,0,0,0,20,4,0
"I don't think this is a very descriptive config property, both http and https are configured here so it is not clear what this does.. Maybe 'requireHttps' would be a better name.",0,1,0,0,22,3,0
You added this whitespace by mistake.,0,0,0,0,18,3,0
"If an initial value is required for GroupReduce, it can be coded in the GroupReduceFunction.",0,0,0,0,1,2,0
Thank you for the pull request.,0,0,0,0,14,2,0
"Error link, hhttps -> https",0,2,0,0,11,4,0
"This setting is required. The broker will fail to start with a cryptic error. The error message could be improved, it does not mention that the required setting is missing in configuration. It only says something along the lines of `required statusFilePath not set` without pointing to configuration.",0,0,0,0,5,3,0
"@cescoffier For example, before this PR, [this call](https://github.com/quarkusio/quarkus/pull/13036/files#diff-a5d5b8d85982c834c70abde0c67251aa9b4f03394b9e1b731600ddc6d0af6a6cR67) is coming from [here](https://github.com/quarkusio/quarkus/blob/1.9.1.Final/extensions/oidc/runtime/src/main/java/io/quarkus/oidc/runtime/OidcIdentityProvider.java#L55) with the blocking context implemented [here](https://github.com/quarkusio/quarkus/blob/1.9.1.Final/extensions/security/runtime/src/main/java/io/quarkus/security/runtime/QuarkusIdentityProviderManagerImpl.java#L37).So as you can see I just moved this blocking call from [here](https://github.com/quarkusio/quarkus/blob/1.9.1.Final/extensions/oidc/runtime/src/main/java/io/quarkus/oidc/runtime/OidcIdentityProvider.java#L55) to `OidcRecorder` inside the function",0,4,0,0,16,4,0
"@manovotn Yes, of course ;-).",0,4,0,0,21,5,0
https://keycloak-jenkins.com/job/universal-test-pipeline-server/2468/,0,0,0,0,19,1,0
Are these expected to be transferred from the coordinator to the workers? Keep in mind that RowExpressions are currently not serializable.,0,2,0,0,14,4,0
I originally thought the semantics of unsubscribe() is blacklisting. For example:,0,1,0,0,2,5,1
I think we should log the exception as well here (I guess the error is unlikely and needs review by the user),0,1,0,0,4,5,0
"@merlimat adding the advertisedAddress in tests helps, indeed. Unfortunately, the problem is it fails a bit further down the road, seems like errors in the admin. Is there something else trying to bind to a different host?",0,4,0,0,8,5,0
"Thanks for the explanation, let's do it like that :-)",0,0,0,0,8,3,0
"The first arg of assertThat is `actual`, second arg is `expected`.",0,1,0,0,16,4,0
I used https://github.com/google/google-java-format and I'd prefer not to tweak the indentation manually on top of that.,0,1,0,0,15,5,0
Build finished. ,0,0,0,0,14,2,0
If we do 10 seconds those heartbeats would be wrong ... . ,0,1,0,0,8,1,0
"@SinghAsDev Looks good for the most part. We just need to figure out what to do with unsubscribe. We could have `unsubscribe(Pattern)` or `unsubscribe()`, or no unsubscribe at all. If the latter, then we could  have either subscribe(topic) or subscribe(pattern) always override the previous subscription, which would make `subscribe(Collections.emptyList)` always have the same effect as `unsubscribe()`. @guozhangwang Do you have any thoughts?",0,0,0,0,22,4,0
I think you can revert this unless there are other changes in this file.,0,0,0,0,12,1,0
I just moved it to another section that I think it fits better.,0,1,0,0,3,4,0
"As a switch to Vert.x is on the way, maybe the same should be done on the Vert.x default error page",0,3,0,0,23,2,1
"The difference here is they would be responsible for writing code that checks/logs it at runtime and running tests with those checks. It will not provide a compile time warning. So regardless, they are expected to test against the new code and look for failures.",0,1,0,0,12,5,0
"Instead of reinitializing `CmdBase` with new `PulsarAdmin` instance,  do you think is it better to create PulsarAdmin correctly at main method only.? So, `PulsarAdminTool` can be created by passing `Properties` or by passing `(url, config)` which creates `PulsarAdmin` and other `CmdBase` objects?",0,1,0,0,2,3,0
Make sure to use `format(m)` and possibly `formatType(...)` of both OutputReceiver parameters?,0,0,0,0,20,4,0
@gsmet I've made sure the Vert.x version is the one from Quarkus,0,0,0,0,6,1,0
"Corrected.My point of view is that if someone use the JPA way (so hibernate ORM), they should know about this ;) But using Panache abstract JPA away so it must be documented!But I can add the same explaination on the Hibernate guide with an example showing the entityManager.flush() method ... but again it's standard JPA ...",0,2,0,0,19,1,0
"Ah yes, correct. I'll update this soon.",0,0,0,0,1,3,0
Why are we not keeping the file-monitoring task alive until the job is cancelled? ,0,1,0,0,21,4,0
Can one of the admins verify this patch?,0,0,0,0,18,3,0
I'm not sure there's a strong reason to prefer length over size. There are pros and cons.,0,0,0,0,10,5,0
@vmuzikar Please file a JIRA about this and reference this discussion.  I think it's worth taking another look and I wouldn't want us to forget about it after tech preview.,0,3,0,0,1,5,0
This change is continued in https://github.com/apache/flink/pull/570,0,1,0,0,5,2,0
The case of different combiner and reducer needs to be handled differently.,0,0,0,0,7,3,0
The code was on purpose to crash the program when there are unknown blocks. The alternative solution sounds better. But that also requires a mechanism to allow users to delete those files later. ,0,0,0,0,4,4,0
@junrao Ping for another look. Jenkins failures seem not relevant and we have a separate ticket tracking it.,0,4,0,0,13,3,0
Are multiple brokers necessary for a compression test?,0,3,0,0,6,4,0
Cool. Good catch.,0,1,0,1,19,1,1
retest this please,0,0,0,0,18,5,0
"Here and in DoFnInvokers, I generally prefer:",0,1,0,0,19,3,0
"@ijuma Sure, I will add a test for it..",0,0,0,0,23,1,0
@merlimat - have addressed your comments - will merge the PR once the build completes,0,3,0,0,13,1,0
"I think we should not tie the capability of testing a pre-built image to a YAML specific to given environment. In other words, the previous solution was correct, IMHO.CC: @andreaTP",0,0,0,0,1,5,0
cc @jasonkuster you'll be interested in this. ,0,0,0,0,14,5,0
"Well, it's an undocumented feature and easy to miss... ;-)",0,1,0,0,17,2,0
Is this a good idea though? To fix five issues in one PR? Or should I open a separate one and keep this one for just distributed cache?,0,1,0,0,7,4,0
"@junrao Thank you for the review. Yes, I ran the system tests yesterday and the test results are here: https://jenkins.confluent.io/job/system-test-kafka-branch-builder/550/console. There were 4 unrelated failures. The rest including the quota tests have passed.",0,3,0,0,5,5,0
"Name this LongMinMaxState, and move it to top level class since we'll want to reuse it for min()",0,0,0,0,6,4,0
"void subscribe(Pattern whitelist, Pattern blacklist);",0,0,0,0,14,4,0
"@dajac An updated patch for the SSL/TLS work was just posted[1]. I hope this can be merged quite quickly as there have been several rounds of review and it has been agreed that non blocker issues can be addressed in subsequent PRs. Once that is merged, then the patch to remove `BlockingChannel` in `ControllerChannelManager` and `KafkaServer` is ready for review. I will create a separate ticket for replacing `SimpleConsumer` with `NetworkClient` in `AbstractFetcherThread` as that is a bigger piece of work.",0,0,0,0,24,2,0
DoFnInvoker = The interface for invoking a DoFn,0,1,0,0,4,3,0
"I think this could take the signature, right? The signature should know the function it is a signature for. That would also mean that this class doesn't need to get the signature from a function.",0,1,0,0,4,5,0
"(Right now this is represented as an instance of DoFnReflector, so this change is essentially separating the static parts of ""do the reflection"" from the non-static parts of ""represent the information we got"")",0,3,0,0,5,2,0
@ijuma does this look good now?,0,0,0,0,6,2,0
And we could require users to use '^' for blacklisting. This would be consistent with the changes proposed in KAFKA-2388.,0,0,0,0,19,2,0
"If these methods were moved to `DoFnAdapters` as an `unwrap` and `wrap` operation, then the actual classes (`WindowDoFnAdapter` and `SimpleDoFnAdapter` can be made private).",0,1,0,1,16,1,0
"Figured it out, let's try again.",0,2,0,0,18,3,0
"Updated this PR (-> added documentation). Needs to get rebased after #879 is merged (beside this, ready to get merged).",0,0,0,0,13,5,1
Hadoop seems to be the starting square for our Stratosphere / Flink journey.,0,1,0,0,15,5,0
Of course I can do seperate smaller PRs in the coming week.,0,0,0,0,16,3,0
"Hello Artem and mentors,",0,2,0,0,11,1,1
Thanks!,0,0,0,0,21,2,0
``` java,0,0,0,0,23,4,0
We have installed and run some example programmes from Flink / Stratosphere (versions 0.5.2 and 0.6). We use a cluster (the grid5000 for our Hadoop & Stratosphere installations),0,1,0,1,18,4,0
"LGTM, merging",0,0,0,1,19,4,0
"I meant tests, not just docs :)",0,0,0,0,4,1,0
"done, thanks!",0,0,0,0,24,2,0
I use ` System.lineTerminator()` as it should return the correct line terminator for all OS.JSON always use `\n` so it's safe to hardcode it,0,0,0,0,23,1,0
"`groupBy()` does both, partitioning and grouping, in the Flink API. The partitioning of the first `groupBy()` is destroyed by the second `groupBy()`. So the only thing that will happen is that the data is shuffled and sorted twice which is very expensive. We need to find a clever way to combine the HadoopPartitioner and the HadoopGroupingKeySelector into a single `groupBy()` operation or extend the Flink API to be able to specify both independently.",0,2,0,0,5,5,0
"Yeah, that's a good point. Scratch that idea.",0,0,0,0,18,5,0
I changed that to fix a linting error.  Didn't know about the tab thing.  I'll look into it.,0,0,0,0,17,5,0
"This will not actually solve the issue you're trying to solve, as we are still creating / accessing both the job name and step name statically in `expand`. This means that in a templatized pipeline, these values will still be constant.Do you want to also VP-ify the job name? I guess that is problematic because that affects all runners?cc: @tgroh ",0,0,0,0,24,2,0
Merged build started.,0,0,0,0,4,1,0
Refer to this link for build results (access rights to CI server needed): ,0,1,0,0,8,5,0
I would like to merge this change soon.,0,1,0,1,2,2,0
This pull request looks good,0,0,0,0,18,5,0
Done,0,0,0,0,4,2,0
Yes to all 3 questions.,0,1,0,0,17,1,0
nit: Do we want to return an empty group with NONE error in this case? If we do then the client need to carefully handle the empty group case as you did now.,0,1,0,0,15,5,0
I believe you can condense these `try` blocks.,0,1,0,0,1,3,0
This is probably should be log info? Or will it be too noisy? I would assume not many will happen.,0,0,0,0,19,1,0
The new system test passes locally and on Jenkins.,0,0,0,0,6,3,0
"Haha, the corollary would be that we wouldn't need unsubscribe(pattern) anymore (we got rid of unsubscribe(topics) already). My preference is probably to override, but I feel a little concern that it would be confusing for users who expect to be able to do both (the exception makes the restriction very clear). I think another option we talked about was just to have a single unsubscribe() with no arguments, which can be used to unsubscribe from either the current topic list or topic pattern. Maybe we can drag @gwenshap in here for another opinion since Guozhang is on vacation.",0,2,0,0,1,2,0
"thoughts on here vs `tearDown`? Things like unit testing timeouts, if set, would cause this code to not get run.",0,0,0,0,23,3,0
At least in my opinion this is a good approach against letting readability issues from inheritance creep in :),0,2,0,0,4,4,0
"Hi Stuart, @stuartwdouglas, #8138 has just been opened, I haven't looked into it yet, but I think it is related",0,1,0,0,23,2,0
"Just checking - is this inlining the existing behavior? It seems bogus because `Combine.perKeyWithFanout` is not a valid expression even though it is phrased as though it is. If it matches existing behavior, it should stay as you have it. Otherwise it should be something else, maybe just capitalized to match the `ParDo` kind string (which appears to be phrased in sort of a Python/Haskell style).Small potatoes, though, since it should be replaced by the various runner/fn api URNs for mechanical purposes and display data for UI purposes.",0,0,0,0,12,2,0
"Makes sense, thanks.",0,0,0,0,3,1,0
@loicmathieu this isn't tested at all?,0,4,0,0,15,3,0
validate this number.,0,0,0,0,14,1,0
CLA is valid!,0,2,0,0,2,3,0
Ah cool :-),0,0,0,0,2,3,0
"I think we have already a JSON parser in the Maven dependencies (""jackson-core-asl""), can you add a test case for the `PlanJSONDumpGenerator` that verifies that the JSON is valid (without parse errors).",0,1,0,0,11,4,0
that is exactly what jason and I are working on. :),0,0,0,0,4,3,0
"Done, now signatures and reflectors are cached separately.",0,0,0,0,7,1,0
Wish your next contribution.,0,0,0,1,5,4,0
"Hi David,
Thanks for this fix. Sorry no one has addressed it yet; we've been traveling a lot recently.
If you are willing to do so, would you consider adding a unit test of the affected function?
Thanks,
Dan
CC: @jbonofre ",0,0,0,0,17,4,0
context to YAML `sharding` rule configuration?,0,2,0,0,21,3,0
Good to merge. Thanks!,0,0,0,0,23,2,0
"Could we just return Map[Node, List[GroupOverview]] ?",0,1,0,0,5,4,0
"I considered using the EmptyState component for this, which makes it a little fancier.  With that, it becomes much more obvious that it needs to be centered.",0,4,0,0,9,5,0
"Why do you add the ""setInitialValue()"" method to the reduce function? I think that is a bit clumsy. Is that for getting the value into the runtime?",0,0,0,0,24,3,0
Will be happy to adopt that.,0,1,0,0,24,1,0
I mean depending on the image here: https://github.com/apache/incubator-pulsar/tree/master/docker,0,0,0,0,22,3,1
Done,0,0,0,0,22,1,0
Removed,0,0,0,0,21,2,1
"Also, can you undo changes to files that have nothing to do with the code changes:",0,2,0,0,18,5,0
"yes, done.",0,1,0,1,9,2,0
should we recycle returned `MLDataFormats.MessageRange`?,0,1,0,0,1,3,0
Why are we using `assert` instead of `JUnit` assertions?,0,1,0,0,11,2,0
A follow-up PR sounds better for me too.,0,3,0,0,13,2,1
"True. However, that is true for the whole protocol retrieval thing. Clients, if they want to, will check for supported versions and then choose one. While making that choice, it might be useful to know what versions are deprecated. Again, I do not have a strong feeling in favor and against this. However, after multiple discussions on KIP-35, this is current proposal. If multiple people feel that this is not so much of an requirement, I will be happy to remove this.",0,0,0,0,13,5,0
This rule is unnecessary,0,0,0,0,8,5,0
That behavior can be implemented outside the class as well.  ,0,0,0,0,20,5,0
I believe this change is out-of-scope of this PR. Please revert if possible.,0,0,0,0,15,2,0
"My main concern is to keep the protocol small unless these fields (related to my comment about  the name field above) are really needed. Its easy to add, harder to take away. ",0,0,0,1,19,3,0
Done.,0,0,0,0,2,5,1
I was following these instructions: http://www.mail-archive.com/core-user@hadoop.apache.org/msg04066.html and it worked! So the problem was indeed my input format!,0,0,0,0,17,4,0
List<String> topicsToSubscribe = new ArrayList<>(partitions.size());,0,0,0,0,5,3,0
"Hey Tobias,",0,1,0,0,24,1,0
`withRunnerDeterminedSharding` is more precise (as DynamicSharding can be user-determined),0,3,0,0,18,5,0
"@mhajas I'm not the proud guy I used to be, so any help is more than appreciated :) Besides, you have more knowledge of test suite than me.",0,3,0,0,9,5,0
"Great, thanks all @gsmet @cescoffier ",0,0,0,0,19,4,0
"I'm setting streaming=true in setup() - after the TestPipeline has already been created. However, creating it also creates the Runner object https://github.com/apache/beam/blob/master/sdks/java/core/src/main/java/org/apache/beam/sdk/testing/TestPipeline.java - so by the time I set streaming=true, the DataflowRunner object has already applied the default (non-streaming) transform overrides.",0,1,0,0,16,1,0
This is probably incorrect since the type of column `z` actually has a unknown type (selecting an untyped literal `NULL` creates a lot of edge cases). We can fix it by casting the `NULL` to a specific type.,0,1,0,1,22,1,0
"This is an example where splitting the two interfaces might be wise so that you have a mapping from certain root ptransforms to evaluators for roots, and this mapping for the non-root ones.",0,1,0,0,3,1,0
@sberyozkin if that property is false the app just won't work at all. I don't see any reason to have a config flag that serves no purpose other than to stop the users application from working.,0,0,0,0,5,1,0
Same here.,0,0,0,0,4,2,0
Ping?  This fixes an issue @chamikaramj discovered with write finalization failing in certain stress tests.,0,0,0,0,20,3,0
static import all of the Preconditions methods that are used,0,1,0,0,4,5,0
"Yes, this needs to be updated. Will do that shortly.",0,1,0,0,18,3,0
Merged build finished.,0,0,0,0,14,2,0
"```suggestionAs it will take a few minutes for the build and deployment to complete, you can watch the status using:```",0,0,0,0,17,1,0
"OK, I see why it's not working.",0,0,0,0,11,2,0
"Hey, everything is okay now, according to this page: https://travis-ci.org/apache/incubator-flink/builds/28399204 (You can ignore the one failed build, its not your fault).",0,2,0,0,5,4,0
to support what?,0,1,0,0,3,4,0
"I see really no harm in using LocalObjectReference as we are fully aligned with the K8s client and its API this way – no need to do any conversion at the Operator side, and we're providing the same experience to the user as native K8s API.",0,0,0,0,24,1,0
"unsubscribe(""PageViewTopicA"")",0,0,0,0,20,4,0
done,0,0,0,0,3,1,0
"Probably not worth it, but could create a single instance of `NoopMethodImplementation`",0,0,0,0,5,2,0
"Preferably, the `ServiceConfiguration` should be a simple POJO. This initialization of the bind address is potentially at risk if multiple threads are initializing. It'd be better to return null (or even better `Optional<String>`) and have the caller cope with the missing value.",0,0,0,0,23,3,0
"You don't need to change it, but I think it's a good idea to test the conditions independently. This allows you to see which condition was false, based on the line number.",0,1,0,0,22,5,1
Blank lines need to be indented，please check.,0,4,0,0,6,5,0
The solution here is to have a HadoopReduceFunction that can deal with a Reduce and Combine function.,0,1,0,0,16,2,0
I think the pull request is ready to merge once the `NullPointerException` (inherited methods which are not working) issue has been resolved.,0,0,0,0,10,5,0
"`until` minVersion (less than minVersion), versions will be null, as we use null for marking a version deprecated.",0,0,0,0,1,5,0
I'm not a reactive guy but can you make this static or not?,0,1,0,0,9,5,0
@geoand yes I will!,0,0,0,0,6,4,0
"Sure, will do that.",0,1,0,0,11,5,0
All automated tests passed.,0,0,0,0,4,4,0
we can just remove this method since we are under 1.0.0,0,1,0,0,11,2,0
"Hi @guozhangwang , I had some thoughts along the same line and have posted them on the JIRA. Below is the copy.",0,0,0,0,7,3,0
thanks for catching that.,0,0,0,0,19,2,0
and make sure the style matches our conventions,0,3,0,0,2,3,0
"This should be checking for the undertow-handlers.conf file here, and only creating the extension if it is required.",0,0,0,0,22,5,1
What's the reason this is in a `BeforeClass` method instead of the more standard `Before`?,0,0,0,0,16,3,0
done,0,0,0,0,13,4,0
`else` on next line,0,0,0,0,15,1,0
"This might be a problem with the LocalExecutionEnvironment, but should be resolved.",0,0,0,0,9,5,0
"While doing the PR, I came to the same conclusion as your second comment. But we can actually also do something more fancy and figure out the available memory ourselves and set it (thereby circumventing the defaults).",0,0,0,0,23,1,0
"i did not modify pom.xml, it is a fake one",0,0,0,0,12,5,0
@gwenshap @edenhill @hachikuji mind reviewing this?,0,4,0,0,16,1,0
Why does it require the second parameter? Can we get the pin state from inode?,0,1,0,0,18,4,0
"The bad news is, that the hadoop 2.6.0 version is causing an oversized uberjar:",0,0,0,1,24,1,0
@SinghAsDev Option 1 definitely sounds nicer to me.,0,2,0,0,3,3,0
The javadoc is incorrect,0,0,0,0,17,1,0
OK.,0,0,0,0,21,5,1
"For now, I think we can just leave it as it is. If you think we should refactor partitionsFor() then let me know, we probably should create a separate JIRA for it though.",0,3,0,0,5,3,0
Thats fine. We don't want to overload the taskmanager with these requests.,0,0,0,0,8,3,0
"Parts of this PR (wrappers for iterators and collectors, dummy reporters, etc.) can be added in a new PR which addresses FLINK-1076.",0,0,0,0,2,4,1
"Add complete JavaDocs to all public methods including parameter, return, and throws descriptions.",0,2,0,1,11,2,0
@sberyozkin can you check that PR in priority?,0,1,0,0,11,1,0
Why did you leave this method empty?,0,0,0,0,10,4,0
"When guarded this here is actually the more efficient pattern. So, i'd lean towards ignoring/deactivating that warning.",0,0,0,0,2,2,0
"Replaced all of these subtyping checks with equality checks, for reasons discussed offline.",0,0,0,0,4,1,0
fixed,0,0,0,0,23,3,0
"> The difference here is they would be responsible for writing code that checks/logs it at runtime and running tests with those checks. It will not provide a compile time warning. So regardless, they are expected to test against the new code and look for failures.",0,1,0,0,20,3,0
I will do implement it how you said it. Thanks!,0,1,0,0,20,1,0
"In this scenario, I think `null` may be more appropriate. If it has a default value, the configuration may be troublesome in some special scenarios. For example, the default value is `true`, but we want to configure all tables not to be queried through encrypted columns. . I think the global configuration can have a default value, but this field of the single table can be empty, what do you think?",0,0,0,0,8,1,0
`data management` - > `data governance`,0,0,0,0,9,4,0
"And there are plenty of exceptions, like `Values`.",0,4,0,0,13,5,1
Ufuk Celebi  on dev@flink.incubator.apache.org replies:,0,0,0,0,18,1,0
I experienced another error,0,0,0,0,22,3,0
@cheese8 Can we extract this logic into the method?,0,3,0,0,16,1,0
@abstractj Job is scheduled,0,4,0,0,2,2,0
"@miasantreble , any update on this PR?",0,3,0,0,3,5,0
3) set fetchable to in TopicPartitionState.awaitReset().,0,2,0,1,21,2,0
"We may be creating invokers in multiple threads on a given worker, for instance.",0,0,0,0,24,1,0
"However, I would definitely add this as an example, since it very nicely demonstrates how to use neighborhood methods and `joinWithVertices` (which are missing from the other examples).",0,1,0,0,11,4,0
"Assuming not, once the nits are addressed this LGTM.",0,3,0,0,10,5,0
"Thanks, I'll merge.",0,0,0,0,9,3,0
I like the idea of encapsulating each method in a class. I would propose that each class object just had a list of what extra parameters were in use.,0,1,0,0,10,5,0
"Experimental only means no compatibility guarantees, and sdk/util already suggests that.",0,2,0,0,13,3,0
You mean that I should swap an swapped Tuple2 and compare their values? ,0,1,0,0,11,2,0
Do we need to use raw types here? Could this be done as a check on the contextToken vs. the expectedContextToken?,0,1,0,0,14,2,0
"A root bundle has a single transform associated with it, and that transform generates initial inputs sufficient to produce outputs - for SDF, this would be producing the initial restriction, or set of such restrictions, which would then be provided to the downstream Fn",0,4,0,0,11,1,0
Actually here I am just following the `JobClient` Interface. And it has this static method `runJob` which is just a `submitJob` and `waitForCompletion` in one line. It is perhaps redundant in that case to pass the `JobConf` both to the constructor and the method but it will get useful once we have more methods for the JobClient.,0,0,0,0,6,2,0
indentation.,0,1,0,0,18,4,0
"@tgroh , please LGTM and approve at will.",0,3,0,0,13,3,0
@guozhangwang Agreed. I'll update the commit.,0,4,0,0,8,3,0
"If have to create this method because of jsp issue, then try to use method ""getMB"" inside of this instead of programming the logic again.",0,0,0,0,12,3,0
Coud you please remove star imports?,0,3,0,0,4,1,0
JavaDocs should be adapted.,0,0,0,0,10,5,1
See also CommonUtils.getSizeFromBytes(SIZE) used in ,0,1,0,0,13,5,0
Should we build a map internally for this lookup? The `apiVersions` that does not take a key can just use `Map.values` to return all.,0,0,0,1,17,3,0
Done.,0,0,0,0,18,5,0
"Actually, working with timeouts to find the end of the topic we'll have the same problem with as 2.",0,1,0,0,5,5,0
"Done, but it required .resolveType() to work properly. Added a test too (IdentityFn).",0,0,0,0,19,3,0
"(I might mean beforeclass/afterclass btw, not setup/teardown)",0,1,0,0,10,2,0
It's not common enough to put here,0,0,0,0,1,4,0
"This is more based on discussions on KIP-35, quoting from wiki.",0,1,0,0,11,1,0
Nice work!,0,0,0,0,1,5,0
"@ijuma seems like I messed up while rebasing, should be fixed now. Thanks for the reviews!",0,2,0,0,10,4,0
"Also, take a look in the other examples and write a short usage description in the beginning of the example, including the input format that you expect when args are provided.",0,1,0,0,12,1,0
nit: ByteBuffer.allocate(0),0,1,0,0,13,3,0
Ported from #1143 to break it down a bit.,0,0,0,1,23,4,0
"When we pass the flags, we make sure that Xms and -Xmx are the same, to prevent the JVM from being funny and resizing the heap from time to time. I think we loose that with this option. But I guess its all right, on cluster setups we would expect those to be set anyways.",0,0,0,0,1,4,0
"@DGuhr @vmuzikar @andreaTP added Hynek and Alexander to review based on @DGuhr comments. If that's not necessary, please let me know. I noticed that the model tests are failing, but I'm not sure if it's related with the current changes.",0,3,0,0,5,1,0
done,0,0,0,0,16,1,0
"Ok, that's a bit mysterious, but there's a `ServiceConfigurationLoader` class that uses reflections to associate the `ServiceConfiguration` fields to variables in the config file.",0,0,0,0,14,2,0
Could we just return List[GroupOverview]?,0,0,0,0,20,5,0
Done.,0,0,0,0,13,4,0
"LocalObjectReference only contains, as valid data, a String.",0,0,0,0,22,3,0
"Actually, the `IdentityReducer` is the default reducer value by the conf for a Hadoop Job. I think we as well should run it by default, as the user expects sorted data with that job (even he doesn't specify a Reducer).",0,4,0,0,5,2,0
"And/or, these are parameters of the invoker method.",0,0,0,0,20,4,0
@junrao Ready for another look.,0,1,0,0,14,2,0
"@stuartwdouglas Sorry, I glanced and assumed the iteration would continue even if one of the Bearer authentication mechanism fails.",0,2,0,0,5,4,0
 Merged build triggered.,0,0,0,1,8,1,0
Very nice figure! This will future contributors a lot.,0,0,0,0,2,3,0
I think you need .relaxedHTTPSValidation() here to allow for self signed certificates.,0,0,0,0,1,1,0
"Actually, I am wondering do we need the above 3 lines at all?",0,3,0,0,10,5,0
Maybe `Preconditions.checkArgument`?,0,0,0,0,19,4,0
"Use a logger, and assume the environment will set up an appropriate SLF4J dependency",0,0,0,0,5,1,0
+1 for merging https://github.com/DGuhr/keycloak/pull/9.,0,0,0,0,18,5,1
@kameshsampath I think you missed the hidden ones (there are 9 of them hidden by GH). At least they are not marked as outdated.,0,2,0,0,20,1,0
Right now the subscribe(Pattern) is overriden while subscribe(Topic / Partition) is incremental. Could we allow users to do:,0,0,0,0,4,4,0
Can you remove inline comment? Only javadoc comment permitted.,0,0,0,0,7,1,0
Closing it for now as it depends on KAFKA-2411. I'll re-open it when KAFKA-2411 is finished.,0,0,0,0,3,1,0
"@mposolda I am assuming that you will take care of those things when there is live data.  As long as the data you send is in the format I expect, the UI will be able to handle it.",0,3,0,0,5,4,0
Will this one be updated?,0,0,0,0,14,5,0
Merged build started. ,0,0,0,0,5,3,0
